r;R;A;V
4.45;79.54;13973.50435;31091.04717
7.42;33.02;9672.543932;35885.13799
6.57;14.59;3784.255041;12431.27781
7.43;46.43;13619.06317;50594.81966
8.9;73.27;25743.99456;114560.7758
2.96;11.4;1332.159724;1971.596391
5.21;17.09;3515.114877;9156.874255
8.48;51.31;17177.40691;72832.2053
7.81;58.48;18030.9303;70410.78282
8.14;15.93;5119.174306;20835.03943
7.77;80.94;24828.12685;96457.27281
3.67;29.23;4235.011718;7771.246502
8.36;20.25;6683.301316;27936.1995
5.63;66.1;14691.61676;41356.90119
1.68;42.29;2804.831031;2356.058066
4.03;25.46;4050.635664;8162.030863
8.15;68.51;22043.03108;89825.35165
7.87;31.34;9737.185893;38315.82649
8.84;47.9;16716.58324;73887.29791
6.77;77.5;20713.33876;70114.65169
5.33;31.71;6672.417117;17781.99162
1.32;19.47;1014.611124;669.6433417
7.56;68.39;20411.46309;77155.33047
8.13;30.28;9718.654724;39506.33145
6.08;35.11;8427.410432;25619.32771
6.81;25.72;6914.771174;23544.79585
5.74;59.71;13530.65125;38832.96908
6.69;78.47;20724.75986;69324.32174
7.04;38.06;10577.94196;37234.3557
6.36;62.24;15627.38949;49695.09857
2.57;42.36;4297.825828;5522.706189
5.37;62.56;13262.66385;35610.25245
8.24;35.78;11639.31132;47953.96265
7.57;69.34;20722.37142;78434.17582
8.58;60.41;20462.36656;87783.55254
2.46;32.73;3178.636376;3909.722743
2.85;27.37;3079.494226;4388.279272
5.32;31.46;6607.392215;17575.66329
1.08;79.37;3384.074166;1827.400049
6.51;40.28;10352.1412;33696.21962
1.25;65.09;3212.062752;2007.53922
8.69;26.42;9063.842002;39382.3935
7.94;89.4;28023.20204;111252.1121
7.35;86.58;25122.60426;92325.57066
3.22;57.77;7343.751556;11823.44
1.96;25.41;1966.167319;1926.843973
5.38;76.55;16258.75203;43736.04295
1.67;78.75;5191.905395;4335.241005
3.43;43.94;5949.958127;10204.17819
8.31;18.71;6138.108317;25503.84006
7.78;50.58;15535.24686;60432.11028
4.36;88.27;15193.55326;33121.94611
7.64;88;26542.12972;101390.9355
3.55;86.31;12096.20689;21470.76724
6.16;81.8;19892.70089;61269.51874
6.75;33.4;8900.409249;30038.88122
7.47;33.29;9817.34682;36667.79037
7.02;71;19676.8329;69065.68349
6.75;39.46;10515.27392;35489.04948
2.62;19.99;2067.634748;2708.60152
6.74;36.26;9648.225227;32514.51901
8.18;82.72;26713.05548;109256.3969
2.13;22.09;1857.526662;1978.265895
3.94;54.03;8404.094478;16556.06612
4.67;22.83;4209.034919;9828.096536
1.96;34.46;2666.43549;2613.106781
8.68;22.41;7679.294418;33328.13778
1.01;40.8;1626.826633;821.5474495
3.26;77.36;9956.204258;16228.61294
7.49;80.82;23897.93637;89497.77172
6.81;61.07;16418.54882;55905.15873
5.38;24.23;5146.303875;13843.55742
7.34;10.95;3172.998858;11644.90581
3.96;38.29;5986.049296;11852.37761
2.16;68.11;5807.97005;6272.607654
7.61;43.21;12981.61305;49395.03766
5.29;74.67;15594.14471;41246.51276
2.78;62.75;6886.812559;9572.669457
2.18;81.14;6983.147794;7611.631095
6.35;70.64;17708.59691;56224.7952
1.56;34.13;2101.941493;1639.514364
3.97;60.65;9505.63313;18868.68176
6.91;69.64;18997.50408;65636.37661
3.03;39.1;4677.126569;7085.846752
6.94;65.23;17871.72963;62014.90182
1.21;53.2;2541.304698;1537.489342
8.79;48.33;16771.249;73709.63936
2.11;71.9;5989.231256;6318.638975
6.45;47.71;12148.67371;39179.47272
5.29;83.72;17484.15421;46245.5879
7.3;63.32;18248.34584;66606.46232
8.29;69.45;22729.32389;94213.04753
5.14;31.38;6367.600306;16364.73279
7.61;23.35;7015.058199;26692.29645
3.8;12.66;1899.227714;3608.532657
3.84;16.25;2463.453259;4729.830256
1.43;78.71;4443.505137;3177.106173
3.27;52.41;6765.838844;11062.14651
7.69;17.71;5376.561746;20672.87991
5.99;76.3;18043.09755;54039.07715
2.14;88.33;7462.455262;7984.82713
2.81;16.77;1860.369108;2613.818596
7.41;59.81;17496.5228;64824.61698
2.57;87.55;8882.782135;11414.37504
7.66;54.66;16529.43975;63307.75423
2.73;31.29;3372.313545;4603.207989
1.83;40.19;2903.546814;2656.745335
1.71;65.34;4410.978869;3771.386933
1.05;35.42;1468.241829;770.8269603
1.06;50.05;2094.448489;1110.057699
1.02;43.2;1739.576993;887.1842666
8.47;68.94;23052.30867;97626.52721
2.49;54.75;5381.993976;6700.5825
6.44;45.07;11458.64229;36896.82818
5.55;44.33;9712.934301;26953.39268
7.44;71.96;21136.04997;78626.10587
8.12;42.4;13591.94544;55183.29849
1.6;51.47;3251.126647;2600.901317
5.18;31.59;6460.098239;16731.65444
6.28;20.59;5104.764684;16028.96111
4.49;42.02;7448.385154;16721.62467
4.47;55.37;9771.062323;21838.32429
2.99;34.45;4066.494145;6079.408746
6.18;53.85;13138.14103;40596.85578
3.39;61.35;8210.583119;13916.93839
8.61;81.14;27580.23051;118732.8923
5.51;16.71;3634.860814;10014.04154
7.74;29.49;9011.051462;34872.76916
1.94;75.03;5746.407405;5574.015183
4.42;43.91;7662.058141;16933.14849
3.11;25.91;3181.174838;4946.726874
7.7;58.69;17840.81013;68687.11902
4.1;53.55;8667.683977;17768.75215
1.7;69.56;4668.401839;3968.141563
3.99;68.45;10782.16776;21510.42469
5.17;59.15;12072.71723;31207.97405
3.96;11.52;1800.973828;3565.92818
6.34;24.53;6139.691402;19462.82174
7.39;72.71;21212.81575;78381.35419
2.78;12.91;1416.872512;1969.452792
8.44;17.03;5674.359293;23945.79622
3.98;10.17;1597.952118;3179.924715
2.77;58.2;6364.473616;8814.795958
6.04;41.68;9938.581092;30014.5149
4.84;67.48;12893.77752;31202.9416
8.75;17.72;6121.12865;26779.93784
3.04;56.59;6791.614303;10323.25374
5.26;79.92;16595.90561;43647.23175
8.41;64.33;21358.42794;89812.1895
8.61;68.95;23436.73766;100895.1556
6.69;46.77;12352.45341;41318.95664
2.25;46.28;4110.887625;4624.748578
5.15;20.66;4200.464155;10816.1952
1.8;50.44;3584.324491;3225.892042
2.84;83.76;9391.062814;13335.3092
6.64;22.37;5863.99782;19468.47276
4.14;77.07;12596.37081;26074.48758
3.61;33.51;4775.747604;8620.224425
8.88;52.55;18422.3667;81795.30817
7.71;66.04;20101.16273;77489.98231
1.66;72.1;4725.013889;3921.761528
3.63;20.08;2877.597651;5222.839736
5.27;21.13;4396.12314;11583.78447
8.67;88.58;30318.97467;131432.7552
7.08;47.86;13377.21443;47355.33909
8.1;45.95;14693.66964;59509.36204
2.25;39.88;3542.398412;3985.198213
2.75;19.95;2165.884686;2978.091443
7.56;42.36;12642.63162;47789.14752
1.99;82.46;6478.226728;6445.835595
6.27;20.62;5104.061968;16001.23427
6.34;53.84;13475.78414;42718.23574
1.02;34.61;1393.674994;710.7742469
2.05;38.78;3138.494721;3216.957089
1.68;70.9;4702.353278;3949.976753
6.64;46.87;12286.3468;40790.67136
8.94;64.62;22806.79239;101946.362
1.76;65.05;4519.805075;3977.428466
4.24;52.55;8796.265183;18648.08219
2.9;58.41;6687.20968;9696.454035
7.64;44.67;13473.14699;51467.42149
6.1;15.43;3715.8271;11333.27266
3.6;40.49;5754.532064;10358.15771
4.05;82.58;13203.51729;26737.12251
8.84;28.51;9949.682423;43977.59631
6.63;13.94;3648.682208;12095.38152
6.23;55.61;13677.30962;42604.81947
5.21;18.85;3877.116175;10099.88764
2.38;45.22;4248.809425;5056.083216
8.51;27.51;9242.296293;39325.97073
7.08;32.03;8952.615508;31692.2589
8.73;54.73;18862.50763;82334.84583
5.45;51.3;11037.57339;30077.38748
8.39;58.67;19432.9076;81521.0474
4.38;27.35;4729.23808;10357.0314
8.83;48.79;17007.92212;75089.97614
5.8;83.3;19073.60268;55313.44778
6.25;75.63;18660.95452;58315.48288
4.24;23.3;3900.151832;8268.321884
1.88;32.69;2426.233006;2280.659026
1.77;72.19;5044.406131;4464.299426
4.28;66.91;11305.62395;24194.03524
3.66;56.8;8207.089279;15018.97338
2.35;28.61;2654.27219;3118.769823
1.16;19.49;892.5438566;517.6754368
3.43;74.56;10096.2421;17315.0552
5.54;66.58;14561.74066;40336.02164
3.51;87.49;12123.42331;21276.60792
5.81;39.8;9128.91033;26519.48451
7.71;31.91;9712.721117;37442.53991
4.2;34.28;5683.944653;11936.28377
5.56;60.31;13238.04511;36801.76542
5.21;58.01;11931.64506;31081.93537
7.89;42.45;13222.52615;52162.86565
5.06;45.01;8991.233296;22747.82024
5.72;53.5;12081.18536;34552.19012
3;85.42;10116.7393;15175.10894
5.14;33.87;6872.868782;17663.27277
1.04;58.76;2412.541891;1254.521783
5.5;27.58;5988.481166;16468.32321
8.77;64.74;22414.65327;98288.25458
4.54;42.53;7622.737637;17303.61444
8.8;57.61;20014.29442;88062.89543
3.93;44.35;6880.910536;13520.9892
3.71;67.87;9940.574752;18439.76617
6.01;78.99;18741.58524;56318.46365
7.52;23.15;6872.718764;25841.42255
7.15;31.44;8874.590364;31726.66055
5.49;85.52;18535.30656;50879.41651
6.55;35.44;9164.204035;30012.76822
4.05;88.81;14199.61698;28754.22439
5.03;70.08;13916.23695;34999.33594
8.56;54.93;18562.78354;79448.71355
6.11;50.24;12118.54773;37022.16331
3.24;42.03;5376.06037;8709.217799
1.08;88.8;3786.138162;2044.514607
8.35;78.13;25755.14721;107527.7396
8.43;22.24;7401.540063;31197.49137
6.09;52.79;12691.9599;38647.0179
2.67;44.88;4730.68299;6315.461792
6.32;79.33;19793.12053;62546.26087
4.16;78.34;12865.79522;26760.85405
4.81;32.96;6258.813579;15052.44666
7.01;35.51;9827.16905;34444.22752
8.19;83.56;27017.30775;110635.8752
5.46;60.98;13144.37072;35884.13208
1.89;39.37;2937.561419;2775.995541
2.19;78.39;6777.421812;7421.276884
2.12;21.68;1814.491239;1923.360713
4.44;61.47;10774.71819;23919.87437
8.27;77.22;25211.28858;104248.6783
1.05;26.15;1083.978651;569.088792
2.1;47.61;3947.091671;4144.446254
6.97;79.16;21782.02742;75910.36555
2.08;66.89;5492.679615;5712.3868
1.6;89.45;5650.151128;4520.120902
2.91;36.06;4142.65196;6027.558602
6.96;57.11;15692.10251;54608.51673
2.4;69.95;6627.636747;7953.164097
6.41;82.63;20910.07156;67016.77933
2.5;12.66;1249.491917;1561.864896
3.99;13.75;2165.884686;4320.939948
3.5;19.58;2705.455958;4734.547927
7.95;70.6;22158.05145;88078.25451
5.32;61;12811.53608;34078.68598
1.52;40.94;2456.694553;1867.087861
3.55;84.67;11866.36355;21062.79529
7.44;48.72;14310.01048;53233.23899
1.37;33.36;1804.290015;1235.938661
4.05;17.08;2730.880059;5530.03212
6.55;72.63;18780.92943;61507.54389
4.47;85.69;15121.58805;33796.7493
7.23;70.65;20165.55597;72898.48484
3.71;85.32;12496.38777;23180.79931
7.6;38.68;11605.39147;44100.48757
8.4;43.22;14332.56055;60196.75433
1.86;84.6;6212.165881;5777.314269
5.63;81.52;18118.9198;51004.75922
4.23;63.16;10547.3225;22307.58709
1.47;65.24;3786.090788;2782.776729
2.58;86.63;8823.639518;11382.49498
2.95;24.44;2846.314952;4198.314555
4.23;72.05;12031.89655;25447.46121
4.26;72.51;12194.59106;25974.47895
2.19;64.79;5601.596622;6133.748301
1.14;55.42;2494.19905;1421.693459
6.05;89;21257.15396;64302.89073
1.37;46.66;2523.626263;1728.68399
2.66;53.48;5616.073357;7469.377565
8.52;53.55;18011.87012;76730.5667
7.16;26.2;7405.835315;26512.89043
4.55;49.2;8837.638565;20105.62774
3.9;43.59;6711.370471;13087.17242
3.54;82.82;11574.39301;20486.67563
5.34;83.46;17594.59904;46977.57943
4.05;26.07;4168.269505;8440.745748
7.4;54.83;16018.05212;59266.79283
2.49;76.78;7547.57073;9396.725559
1.87;41.28;3047.481177;2849.394901
4.71;59.57;11076.64518;26085.49939
8.47;26.67;8917.973197;37767.61649
1.74;32.16;2209.149084;1921.959703
6.81;67.6;18174.12641;61882.90044
7.48;28.16;8315.607553;31100.37225
6.87;15.39;4174.025458;14337.77745
2.72;80.36;8629.160937;11735.65887
3.23;69.59;8873.788952;14331.16916
5.54;42.1;9207.709252;25505.35463
8.5;86.11;28895.63559;122806.4513
1.23;75.25;3654.023637;2247.224537
4.32;26.94;4594.529824;9924.184419
7.24;33.02;9437.900009;34165.19803
6.95;27.56;7561.775065;26277.16835
2.08;34.3;2816.548226;2929.210155
4.59;60.17;10903.16122;25022.75499
1.89;31.66;2362.285866;2232.360143
5.3;25.29;5291.56866;14022.65695
6.86;67;18145.0703;62237.59113
6.24;30.31;7466.726827;23296.1877
5.3;74.47;15581.77612;41291.70673
6.66;68.72;18068.29267;60167.4146
6.29;66.68;16557.92737;52074.68159
2.15;59.99;5091.867085;5473.757116
3.61;63.54;9055.535743;16345.24202
1.24;68.1;3333.715496;2066.903608
3.33;30.72;4038.547373;6724.181376
7.89;34.49;10743.10782;42381.56034
2.91;16.95;1947.253209;2833.253419
3.88;77.1;11809.88967;22911.18596
7.58;20.05;5999.890429;22739.58473
2.65;38.72;4050.801474;5367.311952
8.22;85.12;27622.51189;113528.5239
5.9;45.66;10635.24883;31373.98405
6.28;47.9;11875.58176;37289.32672
3.6;31.43;4466.903995;8040.427191
4.91;43.01;8337.016699;20467.376
5.52;13.55;2952.827723;8149.804516
8.58;71.25;24134.14364;103535.4762
8.7;23.65;8122.881814;35334.53589
6.96;27.92;7671.57244;26697.07209
6.55;19.97;5163.915197;16911.82227
5.52;83.53;18202.92987;50240.08644
2.15;38.63;3278.860235;3524.774753
6.57;64.24;16662.1346;54735.11217
5.77;29.47;6712.985138;19366.96212
7.67;56.97;17250.48541;66155.61154
5.5;32.88;7139.27704;19633.01186
7.57;48.4;14464.41847;54747.82391
3.81;43.38;6524.906009;12429.94595
7.87;19.56;6077.197066;23913.77046
8.06;83.03;26419.81769;106471.8653
7.64;50.49;15228.54693;58173.04927
7.92;86.03;26898.91987;106519.7227
5.32;21.9;4599.551478;12234.80693
6.37;68.89;17324.28636;55177.85206
7.12;53.88;15144.93164;53915.95664
6.82;39.1;10527.3938;35898.41284
7.55;19.79;5898.648027;22267.3963
6.67;88.52;23309.17894;77736.11177
6.16;44.89;10916.66678;33623.3337
4.28;33.98;5741.519977;12286.85275
6.6;42.75;11138.83553;36758.15724
4.91;34.52;6691.323331;16427.19878
5.22;62.33;12844.8006;33524.92955
8.6;38.92;13213.90011;56819.77049
1.1;22.21;964.4972205;530.4734713
2.43;10.18;976.5934076;1186.56099
1.95;49.12;3781.400752;3686.865733
5.84;84.08;19384.97686;56604.13242
8.2;66.88;21650.59587;88767.44306
4.83;87.87;16755.11812;40463.61026
6.62;13.24;3460.235929;11453.38092
7.16;84.83;23978.51182;85843.07233
1.79;81.23;5740.229033;5137.504985
4.59;21.47;3890.491463;8928.677908
4.46;76.68;13501.33458;30107.9761
1.71;69.83;4714.090211;4030.547131
5.12;10.14;2049.593111;5246.958364
1.4;60.76;3358.192115;2350.734481
4.44;46.49;8148.961257;18090.69399
7.17;17.58;4976.199269;17839.67438
1.32;67.06;3494.597944;2306.434643
1.17;56.21;2596.325769;1518.850575
4.64;67.03;12278.54586;28486.2264
8.18;80.38;25957.39119;106165.73
1.12;56.1;2480.507935;1389.084444
2.43;40.15;3851.692074;4679.80587
5.78;38.45;8773.723007;25356.05949
3.87;31.93;4878.312533;9439.534751
5.78;63.98;14599.29254;42191.95543
6.36;51.57;12948.33669;41175.71069
1.98;58.52;4574.348456;4528.604972
7.63;31.71;9551.696548;36439.72233
8.13;30.05;9644.83403;39206.25033
3.84;53.31;8081.642659;15516.75391
6.2;72.76;17809.18792;55208.48256
1.13;56.44;2517.822935;1422.569958
2.57;61.2;6209.323434;7978.980613
7.01;39.39;10900.93463;38207.77589
3.51;53.94;7474.425118;13117.61608
4.93;86.5;16835.3738;41499.19641
1.65;41.75;2719.569493;2243.644831
5.14;71.61;14531.03435;37344.75828
4.72;64.59;12035.57989;28403.96853
5.62;44.51;9875.376146;27749.80697
1.03;12.34;501.7785834;258.4159705
8.48;51.57;17264.44892;73201.26344
2.95;16.93;1971.69035;2908.243266
1.83;17.17;1240.455307;1135.016606
3.28;87.26;11299.22844;18530.73465
2.26;89.98;8028.125716;9071.782059
6.09;82.59;19856.58209;60463.29245
8.43;30.35;10100.57288;42573.9147
7.9;22.02;6867.58657;27126.96695
5.79;16.1;3680.138611;10654.00128
4.95;54.61;10671.78611;26412.67062
3.09;64.11;7820.67058;12082.93605
3.28;39.31;5090.220835;8347.962169
5.46;11.32;2440.050453;6661.337735
5.75;80.83;18348.48285;52751.88818
1.36;63.38;3402.913267;2313.981021
6.34;11.73;2935.938856;9306.926174
4.13;28.82;4698.981821;9703.39746
7.38;87.21;25408.69646;93758.08993
3.09;72.68;8866.1104;13698.14057
2.52;78.74;7833.497117;9870.206368
3.72;40.85;5999.219296;11158.54789
1.25;83.71;4130.922922;2581.826826
4.44;24.29;4257.65259;9451.988751
4.35;72.41;12435.05015;27046.23408
8.09;42.59;13602.41117;55021.75318
6.38;10.94;2755.483009;8789.990799
3.48;89.54;12301.44334;21404.51142
5.13;32.82;6646.846945;17049.16242
4.49;45.51;8067.015905;18110.45071
5.09;26.48;5321.027456;13542.01487
5.41;31.13;6648.690588;17984.70804
2.78;84.13;9233.267579;12834.24193
2.49;61.8;6075.017858;7563.397233
6.12;63.48;15337.27049;46932.0477
1.55;29.96;1833.298757;1420.806536
6.24;34.8;8572.81734;26747.1901
7.14;59.1;16658.86579;59472.15087
7.87;70.97;22050.03455;86766.88596
6.64;10.2;2673.794268;8876.996968
4.76;40.35;7582.461756;18046.25898
7.59;56.7;16989.65545;64475.74244
6.72;57.21;15177.52502;50996.48407
4;81.36;12847.85623;25695.71245
5.47;18.77;4053.324144;11085.84154
4.58;84.9;15350.86686;35153.48511
3.14;38.02;4713.044033;7399.479132
7.03;60.92;16907.32716;59429.25496
1.52;49.32;2959.554845;2249.261683
5.81;57.28;13138.29105;38166.73549
8.87;43.11;15095.98235;66950.68172
6.44;16.56;4210.231115;13556.94419
5.74;30.07;6814.04594;19556.31185
4.18;66.25;10932.5608;22849.05206
6.38;19.67;4954.328226;15804.30704
4.79;43.34;8195.664225;19628.61582
8.48;47.4;15868.42891;67282.13859
4.67;82.31;15175.01814;35433.66736
7.77;35.24;10809.77502;41995.97596
5.62;33.09;7341.635513;20629.99579
5.78;45.56;10396.12016;30044.78727
3.56;28.6;4019.534567;7154.771529
5.87;36.46;8449.178831;24798.33987
3.43;50.97;6901.897262;11836.7538
5.89;21.39;4973.771347;14647.75662
7.91;46.98;14670.64583;58022.40425
6.94;29.55;8096.115447;28093.5206
8.09;69.56;22216.10051;89864.12658
3.64;14.05;2019.005233;3674.589524
5.62;22.82;5063.043892;14227.15334
8.34;27.74;9133.395078;38086.25748
7.04;66.41;18457.20246;64969.35266
8.04;51.2;16251.21165;65329.87083
7.09;75.7;21188.57995;75113.51591
7.51;71.41;21171.84505;79500.27815
5.25;83.1;17223.44664;45211.54743
3.24;89.74;11478.64995;18595.41293
8.83;72.44;25252.18032;111488.3761
7.14;23.84;6719.921496;23990.11974
1.45;72.69;4161.044955;3016.757592
5.93;30.82;7215.178245;21393.0035
4.23;51.18;8546.737897;18076.35065
7.77;37.89;11622.65538;45154.01614
7.31;13.39;3864.183046;14123.58903
1.5;66;3908.363343;2931.272507
7.92;32.44;10142.98455;40166.21881
3.9;72.56;11171.76053;21784.93303
2.51;39.83;3946.787687;4953.218547
3.88;38.29;5865.119007;11378.33087
6.57;73.42;19043.18061;62556.84831
1.84;19.26;1399.051954;1287.127798
4.29;85.63;14502.5033;31107.86958
2.23;39.43;3471.293834;3870.492625
4.42;51.29;8949.828332;19779.12061
5.03;36.26;7200.381734;18108.96006
6.76;23.5;6271.541421;21197.81
3.91;40.57;6262.410063;12243.01167
5.46;20.12;4336.909462;11839.76283
6.62;34.11;8914.550418;29507.16188
5.5;41.95;9108.657902;25048.80923
3.56;89.72;12609.53291;22444.96859
2.51;53.61;5312.259299;6666.88542
4.87;68.56;13181.33831;32096.5588
2.68;19.97;2112.869119;2831.244619
1.58;17;1060.390297;837.7083345
3.9;81.43;12537.43743;24448.00298
3.82;89.33;13471.63891;25730.83032
8.31;45.99;15087.73926;62689.55661
8.96;19.56;6918.892721;30996.63939
2.87;69.88;7917.61773;11361.78144
1.24;37.8;1850.43239;1147.268082
1.02;67.34;2711.646174;1382.939549
1.71;14.41;972.791636;831.7368488
1.21;33.42;1596.436147;965.8438688
8.87;11.43;4002.483838;17751.01582
8.43;42.16;14030.97703;59140.56817
5.25;48.68;10089.49919;26484.93537
1.7;51.32;3444.255065;2927.616806
6;77.07;18255.60987;54766.82961
7.62;44.28;13320.55501;50751.31457
2.18;86.02;7403.134991;8069.417141
3.02;72.11;8597.301854;12981.9258
4.3;42.58;7228.261393;15540.76199
6.89;78.13;21251.85201;73212.63017
6.98;23.75;6544.534678;22840.42603
8.23;15.67;5091.298596;20950.69372
1.75;56.86;3928.299944;3437.262451
7.24;35.22;10066.71224;36441.49833
1.76;77.73;5400.837025;4752.736582
5.71;87.05;19622.9646;56023.56394
4.65;70.89;13013.60636;30256.63479
1.76;84.62;5879.568108;5174.019935
1.79;21.08;1489.647027;1333.234089
2.99;81.41;9609.674552;14366.46345
4.07;33.87;5442.135397;11074.74553
2.17;17.83;1527.463403;1657.297793
2.84;10.05;1126.792995;1600.046053
3.65;88.38;12735.2243;23241.78435
5.45;70.93;15261.11268;41586.53204
4.95;53.12;10380.61304;25692.01727
2.75;29.85;3240.684605;4455.941332
5.09;70.85;14236.96357;36233.07228
6.26;21.68;5357.884506;16770.1785
4.14;73.51;12014.5221;24870.06075
2.94;55.46;6437.050739;9462.464586
2.27;35.15;3150.00268;3575.253042
8.78;66.42;23022.53405;101068.9245
2.2;80.96;7031.579916;7734.737908
4.83;83.23;15870.35941;38326.91797
7.23;20.55;5865.565113;21204.01788
2.03;29.02;2325.697268;2360.582727
5.97;43.54;10261.77511;30631.39869
5.8;24.44;5596.144652;16228.81949
4.52;62.61;11172.28164;25249.35651
4.43;16.35;2859.441526;6333.662981
1.42;33.21;1861.731113;1321.82909
7.44;29.59;8691.157844;32331.10718
8.46;64.27;21465.37103;90798.51945
3.22;30.05;3819.971166;6150.153577
4.78;39.56;7465.242438;17841.92943
7.01;46.07;12749.5826;44687.28701
5.55;43.35;9498.211187;26357.53605
1.72;26.34;1788.561814;1538.16316
6.81;69.33;18639.2335;63466.59005
2.71;75.98;8128.83516;11014.57164
6.15;43.49;10559.03575;32469.03492
5.71;32.97;7432.155576;21218.80417
8.48;69.89;23397.56322;99205.66806
4.5;20.08;3567.269815;8026.357083
2.64;65.82;6859.959339;9055.146328
7.66;31.26;9453.170261;36205.6421
4.12;18.64;3031.816141;6245.541251
4.05;70.92;11339.22797;22961.93665
2.9;79.31;9079.996571;13165.99503
7.18;60.34;17103.67702;61402.20049
2.23;23.77;2092.63643;2333.289619
6.15;60.76;14752.05822;45362.57903
7.23;87.78;25054.95405;90573.65887
7.62;57.56;17315.51821;65972.12436
1.33;37.23;1954.809378;1299.948237
3.58;59.59;8422.01768;15075.41165
6.11;75.32;18168.17307;55503.76873
3.37;51.39;6837.042118;11520.41597
1.5;69.53;4117.401564;3088.051173
6.82;31.38;8448.839317;28810.54207
7.62;48.47;14581.01403;55553.66345
7.29;46.29;13322.15388;48559.2509
8.62;16.45;5598.000138;24127.38059
1.72;75.47;5124.630224;4407.181992
3.97;70.53;11054.11879;21942.4258
4.54;72.32;12962.05939;29423.87482
2.75;72.49;7869.923853;10821.1453
7.67;81.56;24696.3242;94710.40332
3.73;34.54;5086.170349;9485.707701
3.42;11.45;1545.935355;2643.549457
1.73;13.56;926.1163029;801.090602
4.86;80.22;15391.41909;37401.14839
2.5;36.26;3578.718556;4473.398195
7.59;13.78;4129.055593;15669.76598
8.82;64.46;22444.94901;98982.22511
4.45;69.37;12186.84934;27115.73978
1.9;85.97;6448.523167;6126.097008
7.41;24.01;7023.767138;26023.05724
8.84;69.03;24090.72528;106481.0057
5.01;77.93;15413.53095;38610.89503
7.93;62.69;19625.97286;77816.98238
3.35;41.74;5520.227655;9246.381322
8.36;36.12;11921.02931;49829.90252
8.5;85.02;28529.86805;121251.9392
8.04;38.26;12143.97183;48818.76676
8.2;21.81;7060.399161;28947.63656
4.36;29.72;5115.58177;11151.96826
3.83;74.95;11332.61534;21701.95838
8.16;34.91;11246.04312;45883.85592
4.4;66.56;11561.80729;25435.97605
1.43;26.03;1469.501191;1050.693351
2.71;89.07;9529.288598;12912.18605
3.92;56.12;8684.87288;17022.35085
5.6;33.46;7397.307977;20712.46234
3.13;13.86;1712.644817;2680.289138
5.12;82.5;16675.6836;42689.75001
8.86;40.24;14075.09811;62352.68461
1.06;19.4;811.8341796;430.2721152
6.44;56.29;14311.22642;46082.14906
8.29;30.38;9942.647369;41212.27335
7.65;76.08;22976.91279;87886.69141
3.82;44.03;6640.056658;12682.50822
8.85;42.25;14761.47382;65319.52166
6.8;64.42;17293.7577;58798.77619
1.76;54.35;3776.347514;3323.185813
2.76;19.16;2087.681888;2881.001006
3.43;22.19;3004.769477;5153.179653
3.54;80.49;11248.76713;19910.31782
5.66;35.91;8024.012065;22707.95414
6.45;56.93;14496.41573;46750.94072
3.1;50.78;6214.613542;9632.650991
2.32;74.94;6863.749267;7961.94915
7.98;31.97;10071.75759;40186.31277
1.58;57.1;3561.663879;2813.714465
3.97;88.13;13812.55479;27417.92125
4.88;42.91;8266.812229;20171.02184
7.8;14.01;4314.122519;16825.07782
2.32;67.91;6219.872068;7215.051598
5.38;26.94;5721.891308;15391.88762
1.58;62.19;3879.157209;3064.534195
5.76;55.28;12570.43349;36202.84845
1.82;26.12;1876.740807;1707.834135
7.79;85.32;26239.04602;102201.0842
5.81;28.14;6454.460721;18750.20839
5.66;31.05;6938.055545;19634.69719
2.42;68.61;6554.846441;7931.364194
2.41;43.14;4104.468434;4945.884463
6.79;56.68;15193.55326;51582.11332
4.44;55.56;9738.788717;21620.11095
6.81;24.48;6581.399625;22409.66572
7.97;12.99;4087.212418;16287.54149
6.84;12.64;3413.209238;11673.17559
7.24;85.92;24557.97604;88899.87326
5.69;50.59;11364.1428;32330.98628
6.1;17.94;4320.281152;13176.85751
8.93;65.39;23052.73898;102930.4796
2.01;35;2777.306678;2791.193212
7.59;51.03;15290.68991;58028.16819
7.99;86.51;27288.07048;109015.8416
6.15;77.55;18828.5404;57897.76174
4.45;11.84;2080.038867;4628.086478
5.66;61.88;13826.95256;39130.27576
8.22;41.49;13464.02747;55337.15291
3.42;16.32;2203.464192;3767.923768
3.51;11.27;1561.6754;2740.740327
7.94;45.36;14218.48372;56447.38036
6.24;52.99;13053.83882;40727.97711
1.61;50.77;3226.954011;2597.697979
6.78;69.06;18484.85314;62663.65216
4.65;19.03;3493.425435;8122.214135
8.74;80.12;27644.71455;120807.4026
3.81;88.14;13257.38164;25255.31203
2.24;87.79;7763.415031;8695.024834
1.67;67.02;4418.558725;3689.496535
5.77;34.19;7788.156155;22468.83051
8.16;62.21;20040.57125;81765.5307
7.05;22.57;6281.746592;22143.15674
4.36;26.85;4621.580435;10075.04535
7.64;75.86;22880.52228;87403.59512
3.64;77.04;11070.75894;20148.78128
4.6;66.48;12072.81593;27767.47664
5.39;89.67;19080.76012;51422.64852
3.73;64.68;9524.420909;17763.045
3.48;47.19;6483.193113;11280.75602
8.37;87.32;28853.52791;120752.0143
8.83;23.49;8188.483101;36152.15289
5.51;62.9;13682.39049;37694.98581
3.44;47.03;6386.944731;10985.54494
7.59;84.6;25349.64464;96201.90141
7.11;39.64;11126.61301;39555.10925
4.6;15.85;2878.371428;6620.254283
