r;R;A;V;V2
2.07;72.23;5902.659034;6109.252101;
4.91;36.4;7055.740708;17321.84344;
5.34;73.59;15513.85745;41421.9994;
8.87;39.42;13803.8419;61220.03882;
6.57;41.06;10649.86374;34984.80239;
7.14;49.95;14079.70129;50264.5336;
2.26;24.98;2228.74617;2518.483172;
7.77;56.62;17368.0324;67474.80586;
5.56;65.52;14381.64012;39980.95954;
5.29;76.04;15880.25665;42003.27883;
4.14;48.71;7961.194007;16479.67159;
1.2;43.44;2057.930953;1234.758572;
3.84;63.87;9682.508284;18590.41591;
4.02;84.39;13392.96632;26919.8623;
3.28;19.61;2539.283403;4164.424781;
2.75;16.04;1741.393001;2394.415376;
3.45;34.75;4732.968791;8164.371164;
5.59;48.73;10753.94859;30057.28631;
2.87;50.69;5743.332037;8241.681473;
7.36;23.59;6854.337613;25223.96241;
1.87;71.53;5280.676565;4937.432588;
1.47;17.01;987.1459887;725.5523017;
5.24;44.37;9178.684719;24048.15396;
7.92;17.27;5399.794794;21383.18739;
8.28;21.67;7083.517723;29325.76337;
8.58;38.74;13122.19964;56294.23648;
2.8;71.64;7919.054744;11086.67664;
2.66;12.65;1328.409274;1766.784334;
8;72.05;22755.35991;91021.43963;
4.93;58.47;11379.93417;28051.53773;
4.64;11.34;2077.259586;4819.24224;
5.17;72.83;14864.85201;38425.64244;
6.71;46.15;12225.14341;41015.35612;
5.84;54.37;12535.21874;36602.83872;
7.26;69.3;19862.30251;72100.15811;
8.92;11.43;4025.045754;17951.70406;
5.78;47.04;10733.83434;31020.78123;
8.94;61.77;21800.92179;97450.12039;
5.76;25.03;5691.714006;16392.13634;
2.89;25.96;2961.844594;4279.865438;
8.9;65.27;22933.13122;102052.4339;
3.67;82.62;11970.46419;21965.80178;
2.84;65.66;7361.714236;10453.63421;
5.68;39.35;8823.742162;25059.42774;
2.24;14.67;1297.292385;1452.967471;
3.25;67.17;8618.237259;14004.63555;
4.34;27.25;4668.915058;10131.54568;
5.23;58.1;11996.03041;31369.61952;
1.9;81.74;6131.235124;5824.673368;
1.79;46.48;3284.572762;2939.692622;
6.54;90;23236.9966;75984.97889;
2.56;85.32;8622.84439;11037.24082;
5.7;75.31;16946.78189;48298.32839;
3.99;16.65;2622.689456;5232.265465;
1.42;67.58;3788.491076;2689.828664;
2.07;19.51;1594.36353;1650.166253;
7.52;21.17;6284.900917;23631.22745;
1.53;20.63;1246.092825;953.2610114;
3.15;56.76;7058.504197;11117.14411;
4.79;48.3;9133.608262;21874.99179;
7.03;50.38;13982.12643;49147.17441;
5.15;61.23;12448.90708;32055.93572;
7.92;84.39;26386.1426;104489.1247;
4.14;35.24;5759.648467;11922.47233;
4.81;68.09;12929.69104;31095.90694;
6.17;40.23;9799.297287;30230.83213;
2.4;36.36;3445.044634;4134.053561;
6.26;27.12;6702.298331;20978.19378;
7.99;19.05;6008.990204;24005.91587;
6.62;43.05;11250.99371;37240.78919;
7.14;35.71;10065.78845;35934.86476;
8.55;20.12;6791.314267;29032.86849;
6.23;20.81;5118.230772;15943.28886;
6.03;29.58;7041.662704;21230.61305;
1.86;16.88;1239.495982;1152.731263;
5.16;61.66;12560.67442;32406.54001;
8.49;81.21;27219.29907;115545.9246;
3.21;36;4562.125938;7322.212131;
4.83;10.97;2091.767905;5051.61949;
6.39;18.62;4697.213188;15007.59613;
1.3;11.3;579.9379546;376.9596705;
2.22;32.45;2843.985726;3156.824156;
3.99;50.48;7951.553377;15863.34899;
6.84;84.19;22734.02577;77750.36813;
5.11;87.21;17593.2844;44950.84165;
6.37;41.12;10340.75563;32935.30668;
8.04;77.26;24522.82445;98581.75431;
7.6;88.43;26532.18116;100822.2884;
2.63;24.76;2570.78718;3380.585142;
3.16;38.99;4864.072668;7685.234815;
2.28;39.78;3580.629311;4081.917415;
4.85;40.99;7848.368637;19032.29395;
1.9;17.33;1299.905856;1234.910564;
7.07;46.45;12964.77156;45830.46746;
5.86;72.24;16712.2564;48966.91126;
8.11;56.27;18015.96403;73054.73414;
7.88;81.3;25291.61137;99648.94879;
5.6;24.03;5312.5317;14875.08876;
6.67;23.83;6274.940512;20926.92661;
7.81;74.21;22880.90522;89349.9349;
4.67;76.48;14100.1748;32923.90815;
2.98;32.07;3772.897101;5621.61668;
6.48;65.29;16702.49734;54116.09137;
8.23;48.92;15894.46888;65405.73943;
7.12;75.74;21289.47889;75790.54484;
5.68;46.9;10516.73462;29867.52633;
7.1;82.22;23046.00002;81813.30006;
8.93;51.6;18191.18109;81223.62357;
8.11;56.29;18022.36743;73080.69993;
1.29;12.7;646.7749156;417.1698206;
8.79;45.61;15827.36741;69561.27977;
8.26;71.87;23436.21259;96791.55801;
4.57;89.12;16078.70676;36739.84494;
5.71;78.06;17596.42294;50237.78749;
5.2;68.41;14043.73645;36513.71477;
3.86;70.41;10729.54698;20708.02567;
3.41;79.48;10699.70919;18243.00417;
3.68;83.7;12159.98428;22374.37107;
1.06;18.6;778.3564815;412.5289352;
7.95;63.9;20055.23354;79719.5533;
7.98;48.93;15414.79821;61505.04485;
7.75;15.71;4806.596039;18625.55965;
2.99;82.96;9792.637278;14639.99273;
1.99;77.82;6113.698811;6083.130317;
3.07;52.25;6332.634272;9720.593607;
7.08;36.29;10143.31617;35907.33923;
6.66;75.55;19864.07904;66147.38319;
2.78;14.08;1545.280013;2147.939218;
4.82;86.76;16509.211;39787.19852;
4.28;55.54;9384.462023;20082.74873;
6.46;13.1;3340.900568;10791.10884;
3.72;47.98;7046.329053;13106.17204;
3.42;51.82;6996.538873;11964.08147;
5;18.78;3707.023413;9267.558533;
6.56;32.7;8468.594317;27776.98936;
7.93;70.76;22152.39814;87834.25862;
2.87;17.97;2036.055962;2921.740305;
5.23;36.82;7602.303608;19880.02394;
6.97;67.93;18691.92929;65141.37357;
6.66;38.32;10075.33433;33550.86332;
6.02;44.96;10685.19693;32162.44275;
5.15;37.05;7532.778167;19396.90378;
2.52;81.56;8114.046544;10223.69865;
5.33;47.39;9971.802181;26574.85281;
2.19;75.52;6529.288113;7149.570484;
8.11;78.9;25261.41038;102435.0191;
1.68;87.31;5790.725877;4864.209737;
3.49;29.1;4009.388613;6996.383131;
2.75;74.22;8057.742425;11079.39583;
5.82;54.88;12609.46975;36693.55697;
2.91;37.23;4277.064128;6223.128307;
3.32;73.5;9633.523464;15991.64895;
3.02;57.97;6911.462883;10436.30895;
3.8;77.66;11650.39686;22135.75404;
5.55;76.57;16776.88652;46555.86009;
6.31;71.73;17868.57531;56375.35509;
8.07;21.66;6900.677379;27844.23323;
4.62;72.15;13159.45938;30398.35116;
7.89;73.63;22934.61956;90477.07416;
8.31;87.36;28659.81521;119081.5322;
3.76;14.86;2205.801314;4146.90647;
8.23;62.75;20387.9379;83896.36446;
1.74;73.28;5033.782489;4379.390766;
7.29;60.22;17331.17535;63172.13414;
5.7;65.76;14797.77423;42173.65655;
3.88;66.35;10163.24487;19716.69505;
6.11;80.6;19441.7784;59394.63302;
1.15;65.3;2964.63177;1704.663268;
1.09;27.67;1190.680918;648.9211006;
2.01;44.53;3533.527611;3551.195249;
4.73;67.77;12654.88967;29928.81406;
8.85;12.96;4528.016586;20036.47339;
4.5;77.6;13785.86343;31018.19271;
2.25;60.51;5374.887861;6046.748843;
4.53;42.4;7582.698626;17174.81239;
8.66;89.57;30622.46895;132595.2906;
6.59;27.88;7253.338084;23899.74899;
8.17;79.95;25786.96681;105339.7594;
3.46;23.44;3201.794416;5539.10434;
1.39;86.06;4722.54254;3282.167066;
3.33;67.55;8880.334474;14785.7569;
8.91;67.9;23884.00839;106403.2574;
4.86;67.51;12952.81355;31475.33692;
8.46;71.31;23816.64242;100744.3974;
1.49;65.58;3857.601993;2873.913485;
3.95;30.24;4715.618026;9313.345601;
1.42;63.19;3542.390516;2515.097266;
5.91;13.19;3077.45714;9093.885848;
4.92;44.42;8627.866045;21224.55047;
8.21;75.81;24571.37106;100865.4782;
3.09;16.15;1970.111213;3043.821824;
8.31;57.26;18785.03914;78051.83761;
8.63;46.18;15733.46799;67889.9144;
3.96;21.13;3303.348697;6540.630421;
5.43;67.34;14435.52816;39192.45896;
6.27;28.17;6972.91104;21860.07611;
6.82;56.33;15166.44738;51717.58556;
8.22;67.26;21826.71699;89707.80681;
6.09;20.89;5022.448235;15293.35488;
1.52;41;2460.294985;1869.824189;
7.94;64.49;20214.94742;80253.34126;
1.09;12.96;557.6879184;303.9399156;
2.97;13.48;1580.542136;2347.105072;
6.31;70.03;17445.09032;55039.25996;
3.73;35.7;5256.985567;9804.278082;
8.15;84.49;27184.58175;110777.1706;
3.78;85.25;12721.72268;24044.05587;
8.23;82.2;26707.38638;109900.895;
4.92;71.9;13965.41127;34354.91173;
7.63;14.91;4491.195065;17133.90917;
8.05;22.21;7058.366023;28409.92324;
5.67;19.23;4304.493733;12203.23973;
6.13;32.22;7797.326991;23898.80723;
7.83;14.09;4355.444579;17051.56553;
5.93;79.48;18606.82566;55169.23809;
8.69;25.05;8593.839597;37340.23305;
8.28;13.12;4288.682627;17755.14607;
7.87;10.29;3197.053058;12580.40378;
5.82;43.3;9948.798107;28951.00249;
1.71;67.64;4566.247485;3904.1416;
6.84;11.18;3018.961968;10324.84993;
4.69;37.73;6985.852065;16381.82309;
3.62;51.47;7355.674038;13313.77001;
8.33;12.82;4215.923903;17559.32306;
4.16;24.32;3994.078883;8307.684077;
5.91;78.91;18411.07982;54404.74088;
7.94;46.9;14701.21002;58363.80377;
8.33;25.05;8237.823227;34310.53374;
2.49;64.25;6315.855944;7863.240651;
7.04;43.91;12203.82111;42957.45031;
1.95;19.96;1536.57897;1498.164496;
6.45;58.1;14794.33961;47711.74523;
1.26;58.53;2911.446446;1834.211261;
8.87;49.34;17277.56366;76625.99481;
6.92;47.16;12883.67105;44577.50182;
8.99;51.32;18214.0312;81872.07024;
3.85;11.3;1717.508558;3306.203974;
8.97;34.77;12312.80128;55222.91376;
5.61;48.8;10807.92743;30316.23644;
2.69;67.77;7196.966851;9679.920415;
6.13;29.8;7211.680457;22103.8006;
1.68;84.78;5622.926811;4723.258521;
6.93;85.94;23511.9322;81468.84507;
3.58;56.06;7923.113125;14182.37249;
5.89;67.4;15672.37909;46155.15642;
5.97;21.66;5104.962076;15238.3118;
8.45;57.74;19261.63838;81380.42217;
5.11;63.75;12860.58801;32858.80238;
6.94;43.03;11789.36879;40909.10969;
3.94;21.98;3418.878339;6735.190327;
6.61;28.94;7551.96073;24959.23021;
5.31;86.78;18191.72589;48299.03225;
7.23;20.92;5971.173828;21585.79339;
6.59;89.77;23354.81204;76954.10568;
8.79;21.23;7367.134622;32378.55667;
7.1;71.49;20038.41573;71136.37584;
3.47;57.65;7897.479789;13702.12743;
5.2;85.46;17543.89296;45614.12169;
7.62;75.43;22691.27064;86453.74115;
6.66;66.14;17389.94292;57908.50992;
3.19;78.71;9912.434536;15810.33309;
8.4;49.61;16451.6041;69096.73721;
6.38;33.47;8430.166025;26892.22962;
8.69;66.6;22848.2921;99275.82918;
2.38;44.27;4159.548723;4949.86298;
4.85;89.1;17060.00599;41370.51453;
3.53;71.61;9979.484681;17613.79046;
2.88;74.15;8430.695036;12140.20085;
7.65;45.83;13841.11347;52942.25903;
8.89;51.89;18211.47695;80950.01502;
8.89;12.65;4439.683626;19734.39372;
3.23;41.66;5312.286934;8579.343398;
7.12;83.59;23496.0066;83645.78351;
7.04;78.81;21903.5104;77100.35662;
3.49;80.7;11118.81997;19402.34085;
5.24;59.49;12306.51237;32243.06241;
8.79;19.43;6742.507099;29633.3187;
4.39;61.37;10636.05024;23346.13029;
7.7;49.14;14937.7647;57510.39408;
3.55;16.68;2337.67502;4149.373161;
6.77;72.35;19336.90399;65455.42;
8.89;43.85;15389.73336;68407.36479;
1.4;46.03;2544.068187;1780.847731;
5.89;83.62;19443.9813;57262.52493;
6.46;76.98;19632.25387;63412.18001;
6.97;62.33;17151.00769;59771.26181;
2.66;23.89;2508.750795;3336.638557;
3.9;39.72;6115.522714;11925.26929;
4.78;89.02;16798.68255;40148.8513;
8.99;70.88;25156.08986;113076.6239;
8.25;79.3;25827.76776;106539.542;
7.55;54.62;16280.14933;61457.56372;
6.89;87.45;23786.9507;81946.04516;
8.24;88.91;28922.61514;119161.1744;
7.42;18.55;5433.848877;20159.57934;
1.16;74.87;3428.668986;1988.628012;
7.23;31.98;9128.018118;32997.7855;
8;70.72;22335.30954;89341.23818;
8.72;65.55;22565.70559;98386.47637;
4.67;35.52;6548.616747;15291.0201;
1.38;64.72;3525.959599;2432.912123;
3.98;48.22;7576.524202;15077.28316;
6.17;30.88;7521.807115;23204.77495;
1.59;81.7;5128.364882;4077.050081;
3.29;30.18;3919.898936;6448.23375;
3.52;75.7;10519.57707;18514.45564;
8.64;85.6;29197.60601;126133.6579;
7.23;12.91;3684.887864;13320.86963;
8.07;89.88;28634.94381;115541.9983;
5;69.94;13805.60264;34514.00659;
7.39;20.28;5916.598864;21861.8328;
5.95;36.91;8670.032943;25793.34801;
6.74;11.31;3009.416087;10141.73221;
4.07;39.08;6279.263399;12778.30102;
7.97;81.04;25498.66777;101612.1911;
1.93;14.36;1094.136448;1055.841673;
1.51;59.2;3529.054706;2664.436303;
7.27;31.13;8934.562028;32477.13297;
8.96;17.33;6130.082355;27462.76895;
6.55;41.9;10834.65432;35483.4929;
1;26.63;1051.310261;525.6551304;
7.29;75.85;21829.45284;79568.3556;
1.95;65.58;5048.539522;4922.326034;
8.02;51.49;16302.60465;65373.44466;
1.79;19.5;1377.994166;1233.304779;
6.45;68.24;17376.34655;56038.71763;
7.72;15.6;4754.464789;18352.23409;
3.11;79.14;9716.641324;15109.37726;
6.31;52.37;13045.82865;41159.58938;
4.84;70.36;13444.07508;32534.66169;
2.07;16.9;1381.073483;1429.411055;
8.46;31.67;10577.38137;44742.32318;
3.74;35.75;5278.461826;9870.723614;
1.78;60.71;4266.187824;3796.907164;
6.88;48.23;13099.82328;45063.39208;
3.66;22.11;3194.696196;5846.294039;
5.33;11.83;2489.268196;6633.899742;
6.62;75.09;19624.55558;64957.27898;
1.8;38.88;2762.857578;2486.57182;
6.03;22.28;5303.86224;15991.14465;
3.62;47.99;6858.340724;12413.59671;
5.63;48.51;10782.00195;30351.3355;
4.23;17.05;2847.242695;6021.9183;
4.1;46.57;7537.890622;15452.67578;
3.76;40.45;6004.35149;11288.1808;
6.04;59.73;14242.59714;43012.64335;
1.85;10.4;759.5647547;702.5973981;
2.53;60.44;6036.771167;7636.515526;
1.79;18.16;1283.301234;1148.554604;
7.3;20.97;6043.395645;22058.39411;
1.52;26.25;1575.188862;1197.143535;
4.43;51.31;8973.5746;19876.46774;
6.16;38.25;9301.904756;28649.86665;
1.03;55.77;2267.76269;1167.897785;
3.75;70.89;10494.84384;19677.8322;
1.97;87.95;6840.089852;6737.488504;
5.03;61.94;12299.82473;30934.05919;
3.55;53.65;7518.960721;13346.15528;
5.87;71.18;16495.133;48413.21536;
3.77;47.09;7008.575842;13211.16546;
6.69;56.42;14901.12083;49844.24917;
3.25;58.75;7537.910361;12249.10434;
1.14;41.06;1847.921563;1053.315291;
4.32;58.31;9944.581812;21480.29671;
8.29;75.77;24797.70873;102786.5027;
7.06;40.06;11165.42819;39413.96151;
3.65;25.82;3720.56451;6790.030231;
8.8;62.71;21786.0858;95858.77751;
2.58;43.65;4445.940955;5735.263832;
4.67;34.3;6323.69241;14765.82178;
2.51;16.32;1617.162316;2029.538707;
8.65;15.92;5436.493931;23512.83625;
1.14;25.52;1148.537708;654.6664934;
7.41;30.3;8863.812756;32840.42626;
3.3;71.5;9314.932634;15369.63885;
3.69;72.47;10557.09341;19477.83734;
8.35;67.89;22379.58459;93434.76566;
7.89;24.02;7481.862852;29515.94895;
6.46;89.84;22911.9471;74005.58914;
2.22;42.89;3758.969115;4172.455718;
8.39;56.39;18677.71706;78353.02306;
1.87;11.89;877.7749805;820.7196068;
5.66;42.8;9563.567708;27064.89661;
5.7;28.14;6332.259227;18046.9388;
4.45;27.21;4780.224456;10635.99942;
1.43;72.81;4110.425728;2938.954395;
5.44;53.09;11401.746;31012.74911;
5.73;20.11;4549.109904;13033.19988;
7.73;56.61;17275.57;66770.07803;
5.09;30.24;6076.581203;15464.89916;
2.83;21.35;2385.305731;3375.207609;
6.37;30.61;7697.726891;24517.26015;
8.56;17.38;5873.314727;25137.78703;
5.13;18.36;3718.345823;9537.557037;
7.37;79.69;23186.27868;85441.43693;
8.88;81.85;28694.01931;127401.4457;
3.58;70.93;10024.7309;17944.2683;
2.1;67.28;5577.826666;5856.718;
2.36;26.71;2488.545741;2936.483974;
6.13;89.35;21622.94124;66274.31489;
3.57;58.29;8215.273155;14664.26258;
3.85;79.81;12130.47416;23351.16276;
5.58;46.84;10318.36347;28788.23408;
7.21;74.16;21108.85723;76097.43032;
1.33;31.38;1647.64755;1095.685621;
2.39;21.53;2031.429091;2427.557764;
4.8;89.39;16939.0836;40653.80064;
4.96;82.48;16150.65222;40053.61752;
4.2;68.06;11284.98463;23698.46772;
8.95;75.97;26842.6197;120120.7232;
6.6;80.12;20875.8714;68890.37563;
8.34;51.38;16916.86514;70543.32765;
7.67;84.55;25601.6946;98182.49879;
8.36;20.2;6666.799338;27867.22123;
2.37;69.07;6462.4551;7658.009294;
5.47;60.8;13129.57421;35909.38547;
5.6;38.74;8564.605829;23980.89632;
2.05;46.82;3789.178;3883.90745;
6.1;23.46;5649.59843;17231.27521;
2.9;18.15;2077.946511;3013.02244;
8.36;70.16;23155.57631;96790.30899;
7.9;32.1;10011.33192;39544.76109;
3.08;68.19;8291.462553;12768.85233;
5.03;68.71;13644.18723;34315.13088;
6.62;67.84;17729.78893;58685.60135;
1.23;63.29;3073.264532;1890.057687;
6.63;16.66;4360.620199;14455.45596;
3.32;44.65;5852.201669;9714.65477;
1.5;68.33;4046.340412;3034.755309;
6.43;56.31;14294.08094;45955.47022;
7.35;80.96;23491.86927;86332.61955;
5.82;40.75;9362.898911;27246.03583;
6.43;88.71;22518.69864;72397.61612;
8.25;12.67;4126.580296;17022.14372;
1.62;73.39;4693.66013;3801.864705;
5.54;10;2187.104335;6058.279009;
4.33;41.85;7153.903793;15488.20171;
2.55;16.79;1690.248711;2155.067106;
1.59;82.6;5184.858498;4121.962506;
1.34;71.73;3794.594439;2542.378274;
1.88;25.83;1917.08775;1802.062485;
4.99;85;16744.77083;41778.20321;
6.82;83.03;22355.23035;76231.3355;
8.33;55.41;18221.86767;75894.07883;
1.02;33.74;1358.641846;692.9073415;
5.72;18.4;4155.024496;11883.37006;
5.02;10.48;2076.943759;5213.128835;
8.38;32.17;10642.77342;44593.22062;
3.71;21.05;3083.086762;5719.125944;
6.29;16.22;4027.738182;12667.23658;
5.54;13.96;3053.197652;8457.357496;
4.64;76.11;13941.81897;32345.02001;
6.69;16.71;4413.288356;14762.44955;
8.46;23.55;7865.403575;33270.65712;
5.59;36.25;7999.807847;22359.46293;
6.44;77.59;19726.55992;63519.52293;
8.06;43.53;13851.07388;55819.82773;
7.45;48.09;14143.95241;52686.22274;
3.1;74.56;9124.883531;14143.56947;
5.05;64.4;12839.17097;32418.90671;
7.64;44.36;13379.6463;51110.24887;
8.91;67.36;23694.06193;105557.0459;
6.74;81;21552.84731;72633.09542;
4.31;10.3;1752.565393;3776.778421;
3.38;16.18;2159.011493;3648.729424;
4.65;79.73;14636.4062;34029.6444;
8.12;48.99;15704.46715;63760.13662;
1.01;54.54;2174.684425;1098.215635;
8.53;26.3;8856.548727;37773.18032;
8;37.61;11878.26629;47513.06516;
5.2;73.88;15166.66056;39433.31746;
5.09;24.93;5009.56248;12749.33651;
2.91;49.65;5703.900993;8299.175945;
5.56;46.54;10215.53009;28399.17364;
5.91;30.63;7146.513434;21117.9472;
2.12;75.66;6332.306601;6712.244997;
1.14;32.69;1471.226397;838.5990466;
5.13;83.77;16965.45913;43516.40267;
2.55;19.2;1932.863326;2464.400741;
6.01;74.98;17790.15143;53459.40505;
2.75;46.36;5033.10346;6920.517258;
5.59;21.1;4656.439878;13014.74946;
5.86;22.83;5281.572725;15475.00808;
2.5;34.16;3371.456863;4214.321079;
6.75;14.21;3786.671121;12780.01503;
4.06;89.74;14383.74038;29198.99296;
7.01;25.39;7026.522731;24627.96217;
1.05;40.11;1662.653297;872.8929807;
2.54;35.45;3554.755156;4514.539049;
3.68;51.52;7484.855316;13772.13378;
5.65;16.22;3617.920625;10220.62576;
5.76;17.27;3927.123487;11310.11564;
2.91;83.59;9603.002699;13972.36893;
1.16;78.15;3578.87647;2075.748352;
8.19;89.6;28970.21032;118633.0113;
6.37;63.04;15853.14287;50492.26004;
2.97;65.85;7720.971784;11465.6431;
8.96;17.58;6218.51401;27858.94277;
8.61;62.48;21237.52529;91427.54637;
6.42;42.67;10814.77299;34715.42129;
6.11;51.74;12480.36743;38127.52249;
4.22;80.21;13362.89956;28195.71807;
2.22;44.48;3898.320033;4327.135237;
7.25;43.07;12327.43199;44686.94095;
5.17;71.36;14564.81998;37650.05965;
3.09;52.13;6359.250621;9825.042209;
2.97;72.69;8522.967942;12656.60739;
1;12.24;483.2158315;241.6079157;
6.65;22.59;5930.586067;19719.19867;
1.02;82.02;3302.780208;1684.417906;
4.5;86.71;15404.28116;34659.6326;
3.42;18.94;2557.206605;4372.823294;
8.3;84.31;27625.93072;114647.6125;
8.86;14.86;5197.71267;23025.86713;
3.99;33.8;5324.138355;10621.65602;
6.05;37.22;8889.789555;26891.6134;
3.51;34.08;4722.439897;8287.882018;
6.79;50.61;13566.43843;46058.05849;
1.99;81.2;6379.238544;6347.342351;
8.81;57.72;20075.29647;88431.68094;
2.16;86.24;7353.976466;7942.294583;
8.65;17.76;6064.832426;26230.40024;
6.31;50.39;12552.59319;39603.43152;
5.86;41.75;9658.592259;28299.67532;
6.7;85.89;22718.36863;76106.53491;
8.44;60.57;20181.79345;85167.16834;
3.81;42.05;6324.857024;12048.85263;
7.8;65.31;20111.01654;78432.9645;
6.86;49.78;13481.51641;46241.60129;
4.07;41.11;6605.438033;13442.0664;
3.47;46.27;6338.532347;10997.35362;
1.14;73.99;3329.949255;1898.071075;
5.48;34.06;7368.599272;20189.962;
6.26;60.71;15003.55943;46961.14101;
6.59;56.32;14652.36732;48279.55032;
2.34;78.2;7224.076681;8452.169716;
6.81;23.08;6205.012391;21128.06719;
2.89;66.74;7614.541918;11003.01307;
1.06;80.56;3371.204202;1786.738227;
7.64;56.65;17086.49601;65270.41476;
8.11;41.13;13168.59073;53398.63542;
1.04;18.37;754.2272726;392.1981818;
5.03;22.46;4460.026855;11216.96754;
4.32;88.39;15074.62847;32561.1975;
7.61;10.02;3010.316195;11454.25312;
6.92;34.52;9430.541232;32629.67266;
3.46;62.57;8546.76948;14785.9112;
2.71;76.17;8149.162597;11042.11532;
8.45;44.41;14814.84864;62592.73552;
6.46;26.62;6788.913979;21928.19215;
1.03;12.05;489.9863801;252.3429857;
6.2;22.46;5497.448608;17042.09069;
7.24;39.25;11218.58193;40611.26659;
4.98;89.6;17615.58576;43862.80855;
8.82;32.61;11354.79037;50074.62552;
2.98;29.26;3442.312727;5129.045964;
4.51;44.84;7983.657227;18003.14705;
1.04;76.35;3134.744271;1630.067021;
1.02;21.29;857.305421;437.2257647;
8.44;72.04;24003.57272;101295.0769;
4.24;57.86;9685.098069;20532.40791;
5.52;18.54;4040.25284;11151.09784;
8.24;70.06;22790.6694;93897.55794;
7.71;83.33;25363.86872;97777.7139;
3.6;11.25;1598.875913;2877.976643;
3;65.95;7810.804923;11716.20738;
7.75;34.28;10488.2312;40641.89592;
5.28;11.01;2294.990955;6058.776121;
5.52;76.46;16662.22935;45987.75301;
6.2;45.43;11119.72797;34471.15672;
8.08;22.51;7180.366177;29008.67935;
4.82;73.62;14008.85332;33761.3365;
1.74;40.78;2801.277974;2437.111837;
6.6;70.26;18306.7739;60412.35386;
4.12;86.25;14028.6557;28899.03073;
4.27;76.46;12889.07959;27518.18492;
6.88;26.49;7194.988982;24750.7621;
2.79;38.96;4291.240828;5986.280955;
4.54;39.33;7049.195186;16001.67307;
6.41;21.61;5468.554354;17526.71671;
3.76;63.67;9451.101592;17768.07099;
4.63;69.2;12648.72709;29281.80321;
1.7;59.25;3976.463613;3379.994071;
6.89;23.96;6517.270883;22451.99819;
4.19;86.86;14367.90953;30100.77046;
8.6;32.05;10881.43624;46790.17585;
1.76;85.16;5917.088396;5207.037788;
2.19;56.21;4859.789259;5321.469239;
7.78;43.97;13505.03765;52534.59646;
2.1;87.58;7260.791609;7623.831189;
1.57;51.15;3170.334065;2488.712241;
6.88;22.13;6010.762785;20677.02398;
2.77;81.69;8933.227657;12372.52031;
